hip,ra,dec,mag,spect,con,proper,dist,bayer
6378,1.366383,76.238804,6.37,F0IVn,Cas,,76.0456,
6411,1.372337,45.528778,4.87,K0III-IV,And,Adhil,65.7462,Xi
6427,1.375134,-19.081208,6.35,F5/F6V,Cet,,61.5006,
6429,1.376342,-0.449673,6.5,K0III:,Cet,,137.3626,
6432,1.376931,1.726332,6.21,M0III,Cet,,212.3142,
6486,1.389264,58.142994,6.36,F4V,Cas,,58.8235,
6492,1.390264,20.468967,5.97,K5,Psc,,306.7485,
6502,1.391933,-30.945617,5.84,M0III,Scl,,299.4012,
6512,1.393735,34.245887,6.28,G8IV,And,,56.6572,
6514,1.394612,37.714943,5.6,A1m,And,,63.857,
6522,1.396337,78.726056,6.07,A0Iab,Cep,,100000.0,
6537,1.40039,-8.183257,3.6,K0III,Cet,,34.8918,The
6539,1.400705,-8.007416,6.21,F0V,Cet,,67.5219,
6564,1.405695,-6.914656,5.92,F4V,Cet,,46.6418,
6589,1.411092,-15.660468,6.17,G8III/IV,Cet,,118.624,
6592,1.411329,-41.492549,5.42,K0III,Phe,,72.2543,
6595,1.411644,-44.528575,6.26,K1II,Phe,,259.0674,
6605,1.413522,-2.84859,6.17,G8III,Cet,,76.3359,
6631,1.418136,-64.369478,5.92,M0III,Hyi,,277.0083,
6669,1.426577,23.511519,6.18,F5III,Psc,,68.0735,
6670,1.427009,-14.598796,4.9,K2III,Cet,,88.1834,
6685,1.42953,70.979887,6.34,A0Vnn,Cas,,145.1379,
6686,1.430216,60.235283,2.66,A5Vv SB,Cas,Ruchbah,30.4785,Del
6687,1.431212,-3.927391,6.5,K0,Cet,,96.5251,
6692,1.432208,68.130012,4.72,K0III,Cas,,59.8086,Psi
6702,1.435765,34.5797,6.34,F7V,And,,36.062,
6706,1.437573,19.172346,5.35,F2V:var,Psc,,25.2143,Rho
6711,1.438517,43.457739,5.98,F7V,And,,41.7188,
6714,1.439887,20.070804,6.44,K0,Psc,,95.3289,
6717,1.44093,-0.399034,6.42,K0IV,Cet,,250.0,
6732,1.44491,19.240422,5.5,K1III,Psc,,85.5432,
6748,1.447657,-13.056512,5.51,F0V,Cet,,37.4672,
6776,1.451752,34.377552,6.27,F7IVsvar,And,,40.7997,
6789,1.456475,-22.338232,6.43,K0/K1III,Cet,,128.3697,
6794,1.457409,41.101158,6.42,Am...,And,,53.2198,
6813,1.460915,45.406687,4.83,F5IV,And,,28.6205,Ome
6822,1.462928,-10.901582,6.13,K0,Cet,,118.2033,
6867,1.472759,-43.318234,3.41,K5II-III,Phe,,71.6332,Gam
6868,1.473032,7.961353,6.22,K1IIIvar,Psc,,114.5475,
6952,1.491816,-46.756422,6.25,M3III,Phe,,310.559,
6960,1.49337,-21.629339,5.11,A0V,Cet,,71.3776,
6971,1.495226,-25.617749,6.37,K1III,Scl,,168.9189,
6981,1.498017,18.355669,6.01,A4IV,Psc,,146.1988,
6999,1.501695,47.007274,5.27,K0III,And,,90.1713,
7007,1.503087,6.14382,4.84,K4III,Psc,,93.1966,Mu
7016,1.506362,-26.207851,5.92,K2III,Scl,,137.931,
7050,1.51446,66.098087,6.15,A2Vs,Cas,,93.8086,
7078,1.520444,70.264604,5.82,F6V,Cas,,28.9771,
7083,1.520851,-49.072702,3.93,K0III-IV,Phe,,43.573,Del
7097,1.524725,15.345823,3.62,G8III,Psc,Alpherg,107.1811,Eta
7115,1.527502,-45.575712,6.17,A2V,Phe,,104.712,
7118,1.52868,-30.283081,5.79,K0III,Scl,,102.3541,
7147,1.535438,34.799962,6.39,B7IIIMNp...,Tri,,255.7545,
7189,1.543438,-49.727713,6.27,F4V,Phe,,77.5795,
7213,1.548903,-36.865231,5.49,K1/K2III,Scl,,84.3882,
7243,1.555077,8.208738,6.31,K0,Psc,,147.929,
7251,1.557142,58.327334,5.69,K0Ib+...,Cas,,675.6757,
7271,1.560901,-78.50482,6.11,G3IV,Hyi,,124.6883,
7276,1.561899,-7.025341,5.75,G2IV,Cet,,29.5159,
7283,1.563487,89.015639,6.46,A3V,UMi,,103.0928,
7294,1.565528,59.23204,4.68,K0III,Cas,,63.8162,Chi
7321,1.571279,37.237146,5.9,B9IV,And,,143.472,
7345,1.57716,-15.676359,5.62,A1V,Cet,,59.3824,
7359,1.580296,18.460512,5.9,M2III,Psc,,163.1321,
7361,1.580775,-31.892317,6.11,K0/K1III,Scl,,114.4165,
7362,1.580922,-3.523889,6.44,K0,Cet,,343.6426,
7363,1.580992,-23.699681,6.41,K2III,Cet,,220.7506,
7387,1.587465,-58.139475,6.03,F2V,Hyi,,40.1929,
7436,1.596234,14.661422,6.23,B9.5III,Psc,,476.1905,
7443,1.597382,-39.947126,6.43,F3/F5V,Phe,,38.1825,
7444,1.59793,41.07642,6.39,K1III,And,,120.048,
7447,1.598542,17.433841,5.95,F0IV,Psc,,58.072,
7450,1.599713,-15.400183,5.41,K1III,Cet,,167.5042,
7463,1.602361,-29.907317,5.69,F2V,Scl,,69.3481,Tau
7493,1.607557,48.722776,6.2,K1III:,And,,157.2327,
7505,1.612091,7.831529,6.39,M0,Psc,,282.4859,
7506,1.61244,-58.270966,6.18,M3III,Hyi,,228.833,
7513,1.613299,41.405459,4.1,F8V,And,Titawin,13.4916,Ups
7535,1.61831,12.141535,5.54,F0V,Psc,,35.0877,Pi
7568,1.624389,-84.769593,5.66,K0III,Oct,,116.6861,
7580,1.62714,-9.403782,6.24,F7V,Cet,,40.3877,
7588,1.628556,-57.236757,0.45,B3Vp,Eri,Achernar,42.7533,Alp
7593,1.629778,64.739357,6.49,A6Iab,Cas,,558.6592,
7597,1.63113,-3.440678,6.43,K5,Cet,,251.8892,
7601,1.631959,-82.974995,5.88,G2V,Oct,,27.3823,
7607,1.633205,48.628213,3.59,K3III,And,Nembus,54.3183,
7617,1.635435,57.977631,5.55,G5II,Cas,,534.7594,
7643,1.640968,-36.528251,5.94,K0III,Scl,,101.833,
7650,1.641926,73.04004,5.28,G8II-IIIvar,Cas,,140.4494,
7651,1.642174,45.399706,6.38,B9pe...,And,,160.5136,
7679,1.647718,-21.275384,5.58,F0V,Cet,,77.2798,
7719,1.655835,44.386165,5.01,G8III...,And,,76.746,Chi
7740,1.661338,16.405858,5.98,K2III,Psc,,120.1923,
7751,1.663169,-56.1964,5.76,K0V,Eri,p Eridani,7.8223,
7786,1.670308,53.868278,6.35,K5III,Per,,214.1328,
7818,1.676337,40.577049,4.96,B8III,And,,218.3406,Tau
7819,1.676368,8.760769,6.34,F2,Psc,,54.7046,
7825,1.677674,43.297687,5.63,A9IV:,And,,69.5894,
7874,1.688435,25.745712,6.2,F2III,Psc,,54.9451,
7879,1.689256,-79.1482,6.33,G6/G8III,Hyi,,120.7729,Tau-1
7884,1.690526,5.487613,4.45,K3III,Psc,,111.3586,Nu
7886,1.69092,-38.132827,6.2,F3/F5IV/V,Scl,,41.58,
7906,1.694233,30.04712,5.97,K0III,Tri,,157.7287,
7916,1.695787,-11.324669,5.75,F5V+...,Cet,,39.4477,
7918,1.696383,42.613369,4.96,G2V,And,,12.7389,
7921,1.696655,-60.789339,5.7,K2/K3III,Hyi,,111.4827,
7941,1.700833,-36.832305,5.7,A0V,Scl,,93.1099,
7943,1.700968,35.245707,5.63,B9IV-V,Tri,,84.246,
7955,1.702389,-32.32697,5.25,K1II/III,Scl,,65.8762,Pi
7963,1.704915,58.627739,6.35,B8III,Cas,,598.8024,
7965,1.705688,68.043021,5.57,A0p SiSr,Cas,,119.1895,
7978,1.708125,-53.740834,5.52,F8V,Eri,,17.4338,
7981,1.70827,20.268504,5.24,K1V,Psc,,7.5324,
7999,1.712086,-3.6902,4.98,K3II-III,Cet,,364.9635,
8016,1.715493,70.622526,5.18,B9V,Cas,,85.1064,
8020,1.7162,61.421073,6.33,B7II,Cas,,446.4286,
8044,1.721242,45.322649,6.33,K2IV,And,,57.7701,
8046,1.722151,60.551332,5.78,B8IIIn,Cas,,320.5128,
8068,1.727675,50.688732,4.01,B2Vpe,Per,,220.2643,Phi
8086,1.730596,32.192015,6.32,G8III-IV SB,Tri,,129.7017,
8094,1.731888,-4.765514,6.2,K0,Cet,,209.6436,
8102,1.734479,-15.93748,3.49,G8V,Cet,,3.6502,Tau
8115,1.738317,57.536617,6.18,A3V,Cas,,84.9618,
8127,1.740702,46.139692,6.32,K5III,And,,192.3077,
8143,1.745466,-6.766164,6.45,G0,Cet,,189.3939,
8148,1.746156,57.089226,6.25,A2V,Cas,,193.4236,
8159,1.748841,20.083149,6.27,G5IV,Psc,,32.5733,
8198,1.756564,9.157736,4.26,K0III,Psc,Torcular,85.6898,Omi
8209,1.760763,-25.05261,5.29,F2IV,Scl,,28.1136,Eps
8230,1.766461,-5.733299,5.37,K4III,Cet,,168.9189,
8233,1.766959,-27.348831,6.38,F2V,For,,43.4972,
8240,1.76832,-50.816256,5.49,M3III,Phe,,194.5525,
8241,1.768392,-53.522037,5.04,A1V,Eri,,62.0347,
8320,1.787972,-41.759926,6.18,K5/M0III,Phe,,184.1621,
8362,1.795668,63.852501,5.63,K0V,Cas,,10.0675,
8366,1.796291,-80.176311,6.05,F0III,Hyi,,61.8429,Tau-2
8369,1.796602,-37.159483,6.33,K0III,For,,157.2327,
8370,1.79667,46.22975,6.33,F6V,And,,58.8582,
8387,1.803038,16.955551,5.86,B9.5V,Ari,,84.3882,
8404,1.807227,3.685447,5.91,G9III,Psc,,98.4252,
8423,1.810808,37.95287,5.94,K0III,And,,104.6025,
8433,1.81155,32.69021,5.78,F8V,Tri,,27.8552,
8475,1.820986,47.896924,6.01,A3V,Per,,127.551,
8480,1.822059,-31.072463,6.35,K2/K3III,For,,154.0832,
8497,1.826418,-10.68641,4.66,F3III,Cet,,23.1857,Chi
8514,1.83024,-38.402797,6.37,F6V,For,,27.3523,
8544,1.835714,22.275338,5.83,K1III+...,Ari,,179.5332,
8552,1.83893,-47.816392,6.14,K1IV,Phe,,151.9757,
8588,1.84777,11.043378,5.92,F2Vw,Ari,,42.0168,
8593,1.848459,-50.206138,5.94,A1V,Phe,,77.1605,
8598,1.849198,51.933417,5.96,F5V,Per,,41.684,
8641,1.857321,-39.835935,6.44,K1IIICN...,Phe,,161.8123,
8645,1.857676,-10.335038,3.74,K2III,Cet,Baten Kaitos,72.0461,Zet
8664,1.8605,-6.874143,6.42,K0,Cet,,167.5042,
8688,1.862805,-15.64748,6.44,M2III,Cet,,355.8719,
8704,1.866476,55.147385,5.53,B1.5V,Per,,396.8254,
8714,1.869268,50.792794,5.7,B9p...,Per,,147.929,
8771,1.880758,51.474836,6.28,A3V,Per,,129.5337,
8778,1.881142,-16.92925,5.78,F0V,Cet,,94.162,
8796,1.884696,29.578829,3.42,F6IV,Tri,Mothallah,19.4175,Alp
8814,1.888152,40.72979,5.42,K1III,And,,193.4236,
8820,1.889764,-38.594632,6.09,K1/K2III,For,,111.1111,
8832,1.89217,19.293852,3.88,A1p Si,Ari,Mesarthim,50.3018,Gam-2
8833,1.892597,3.187536,4.61,K0III SB,Psc,,54.9149,Xi
8837,1.894102,-46.302669,4.39,M4III SB,Phe,,104.8218,Psi
8847,1.896803,55.597639,6.44,A5m,Per,,70.8215,
8882,1.906122,-42.49695,5.12,A3V,Phe,,94.0734,Phi
8886,1.906584,63.670101,3.35,B2pvar,Cas,Segin,126.2626,Eps
8903,1.910668,20.808035,2.64,A5V...,Ari,Sheratan,17.9856,Bet
8922,1.914938,40.702034,6.25,K2,And,,90.2527,
8928,1.915572,-67.647303,4.68,G5III,Hyi,,67.0691,Eta-2
8930,1.916015,37.12829,6.28,K0,And,,163.6661,
8957,1.92213,-60.312484,6.43,F2V,Hyi,,55.5864,
8983,1.929576,-60.860975,6.07,F0IV/V,Hyi,,47.4383,
8991,1.930642,-78.348548,6.15,F5/F6IV/V,Hyi,,40.6174,Sig
8993,1.930844,23.577322,5.76,K1III,Ari,,170.9402,
8998,1.93162,1.849982,6.01,F7V+...,Cet,,39.8883,
9001,1.9318,37.277786,5.89,K5III,And,,282.4859,
9007,1.932564,-51.608896,3.69,G5IV,Eri,,17.8508,Chi
9009,1.933337,68.685242,4.97,B8III,Cas,,215.0538,Ome
9021,1.935927,37.25183,5.69,G8III...,And,,96.9932,
9022,1.935945,-49.836446,6.37,B8/B9V,Eri,,200.4008,
9061,1.944499,-22.526785,4.92,K3III,Cet,,108.2251,
9085,1.949961,-51.766244,6.1,F8V,Eri,,26.8673,
9094,1.952669,-10.242427,6.42,G5,Cet,,32.8515,
9095,1.952792,-47.385277,4.82,G8III,Phe,,76.1035,
9110,1.955848,17.817532,5.09,K1p...,Ari,,159.4896,Iot
9132,1.962151,27.804381,5.84,M2III,Tri,,140.2525,
9149,1.964821,-65.4247,6.36,G8II/III,Hyi,,169.7793,
9153,1.965478,23.596061,4.79,F0V,Ari,,39.4945,Lam
9163,1.966454,47.09552,6.48,K0,And,,680.2721,
9207,1.974078,-33.066787,6.37,K0III,For,,129.7017,
9220,1.975896,61.697788,6.02,B5III,Cas,,223.7136,
9222,1.975973,49.204352,5.7,K0IV,Per,,75.0188,
9236,1.979451,-61.569859,2.86,F0V,Hyi,,22.0119,Alp
9237,1.979444,-11.300955,6.46,G5,Cet,,109.7695,
9295,1.990524,12.294876,6.09,A6V,Ari,,98.6193,
9307,1.993244,21.05857,5.89,K0III-IV,Ari,,119.9041,
9312,1.993892,64.621602,5.29,A0Vn,Cas,,75.3012,
9313,1.994118,-42.030532,5.57,K1III,Phe,,89.9281,
9318,1.99475,-66.066558,6.09,K2III,Hyi,,136.612,
9326,1.996166,-20.824539,5.43,M0/M1III,Cet,,180.5054,
9347,2.000084,-21.077831,3.99,K5/M0III,Cet,,89.7666,Ups
9353,2.002544,3.097015,5.89,G2IV,Psc,,33.5008,
9372,2.007451,-8.523873,5.43,M3III,Cet,,145.9854,
9440,2.020759,-30.00183,5.34,G8III,For,,90.2527,Pi
9459,2.02844,-44.713509,5.15,K5III,Phe,,115.0748,Chi
9480,2.032644,70.90702,4.49,A3IV,Cas,,35.2609,
9487,2.034117,2.763759,3.82,A2,Psc,Alrescha,46.1681,Alp
9505,2.038359,54.487541,4.99,B8III,Per,,223.2143,
9521,2.041185,-29.665642,6.4,A3III,For,,147.0588,
9533,2.043077,13.476716,5.97,M2III,Ari,,206.1856,
9562,2.047705,-23.886628,6.3,K2III,For,,257.0694,
9564,2.047913,64.901466,6.0,A1Vn,Cas,,83.8926,
9568,2.049177,77.916263,6.04,K0,Cep,,295.858,
9570,2.049433,33.284135,5.5,A2V,Tri,,120.048,Eps
9572,2.049602,-15.305932,5.87,K0II/III,Cet,,109.8901,
9573,2.050052,64.390018,5.59,B8Ib,Cas,,537.6344,
9586,2.052914,73.85057,6.12,A5III,Cas,,118.624,
9589,2.053236,0.128507,5.42,A5III,Cet,,86.1326,
9598,2.057268,72.421294,3.95,A2V,Cas,,48.1696,
9621,2.060927,25.935471,5.64,F8IV,Ari,,48.7092,
9622,2.061247,-4.103516,5.61,K5Iab:,Cet,,166.113,
9627,2.061836,18.253238,6.24,K4III,Ari,,272.4796,
9631,2.063381,-0.340251,5.96,G5V...,Cet,,110.9878,
9640,2.064984,42.329725,2.1,B8V,And,Almach,120.4819,Gam-1
9655,2.07013,-11.85977,6.43,K4III,Cet,,404.8583,
9677,2.074844,-29.296819,4.68,B9.5p (Si),For,,113.7656,Nu
9685,2.076413,-54.881689,6.45,F2V,Eri,,47.7555,
9706,2.080836,7.735664,6.44,K0,Psc,,127.8772,
9727,2.085315,77.281341,5.27,F0Vn,Cas,,33.1565,
9763,2.092103,76.11506,5.22,G8III,Cas,,122.6994,
9809,2.103406,8.248114,6.27,M4,Psc,,248.139,
9827,2.108141,0.035384,6.29,K0,Cet,,184.5018,
9836,2.109423,22.648317,5.03,A2m,Ari,,55.6793,Kap
9859,2.113676,25.704553,6.01,B9IV-Vn,Ari,,268.8172,
9862,2.114458,-19.138869,6.39,K1III,Cet,,89.7666,
9884,2.119555,23.462423,2.01,K2III,Ari,Hamal,20.1776,Alp
9951,2.134913,-41.88042,6.5,A4V,Phe,,93.4579,
9977,2.141454,37.859077,4.78,A5IV-V,And,,58.6854,
9983,2.142655,44.459429,6.38,G8III,And,,125.9446,
9990,2.144606,58.423601,5.66,A1Ia,Per,,100000.0,
9999,2.146017,-17.779155,6.07,M1III,Cet,,283.2861,
10035,2.152584,-43.516596,5.84,K1III,Phe,,159.7444,
10050,2.156419,17.224196,6.4,F5V,Ari,,37.5375,
10053,2.157036,25.939892,4.98,F2III,Ari,,88.4956,
10054,2.157062,81.295945,6.05,A1V,Cep,,70.5716,
10064,2.159058,34.987297,3.0,A5III,Tri,,38.8954,Bet
10069,2.159668,-24.345785,6.48,F0IV/V,For,,66.7111,
10096,2.163461,-40.866501,6.49,F3V,Phe,,71.1744,
10111,2.168,-43.815574,6.32,G8III,Phe,,111.9821,
10115,2.168817,53.843091,6.31,G8III,Per,,176.0563,
10138,2.173673,-50.823725,6.12,K0V,Eri,,10.7828,
10155,2.177109,19.500338,5.68,M3III,Ari,,171.2329,
10176,2.181342,39.039526,6.09,B9V,And,,139.6648,
10203,2.186682,25.936938,6.01,K4III,Ari,,235.2941,
10212,2.189189,8.569805,5.64,G0IV,Cet,,40.7166,
10215,2.189507,-10.052162,6.0,F5V,Cet,,47.5964,
10220,2.190283,31.526398,6.24,A1m,Tri,,108.2251,
10227,2.191443,57.645543,6.38,B5Ia,Per,,100000.0,
10234,2.193287,-1.825429,5.94,G9III:,Cet,,119.0476,
10273,2.20438,2.745551,6.49,G5,Cet,,159.2357,
10280,2.206191,30.303067,4.94,F5V comp SB,Tri,,89.1266,
10296,2.210427,24.167778,5.96,K0,Ari,,228.833,
10305,2.213206,-2.393637,5.65,F8V,Cet,,39.6983,
10306,2.213355,21.210993,5.23,F5V,Ari,,28.8684,Eta
10309,2.21388,79.69154,6.46,A3,Cep,,140.8451,
10320,2.21513,-30.723825,5.27,A0V,For,,98.2318,Mu
10324,2.216665,8.846717,4.36,G8II:,Cet,,117.5088,Xi-1
10326,2.21694,-21.000137,5.86,K0III,Cet,,106.383,
10328,2.217584,15.27986,5.72,M0III,Ari,,146.8429,
10340,2.220369,44.231652,4.84,K4III,And,,162.6016,
10350,2.22252,74.027721,6.25,G8III,Cas,,145.5604,
10361,2.225975,53.058589,6.5,K5,Per,,100000.0,
10366,2.226728,51.065818,5.31,G8III:var,And,,64.9773,
10379,2.228225,58.560586,6.43,A3Iab,Per,,100000.0,
10396,2.231543,-9.06463,6.43,K0,Cet,,314.4654,
10403,2.234022,47.484241,6.05,F5V,And,,39.5883,
10418,2.237366,-67.841441,5.57,M1III,Hyi,,238.0952,Pi-1
10438,2.241417,66.524428,6.05,B9V+...,Cas,,218.8184,
10440,2.242208,-41.166765,5.91,G9III,Phe,,105.7082,
10446,2.24388,28.691185,6.35,K1III,Tri,,64.2261,
10513,2.25794,-67.746366,5.67,K2III,Hyi,,149.7006,Pi-2
10535,2.261884,25.043043,5.57,F6V,Ari,,51.0725,
10540,2.262789,25.782937,5.79,F6IV-V,Ari,,42.1053,
10559,2.265635,33.358895,5.25,A0V,Tri,,86.0585,
10562,2.266033,47.811937,6.37,G9III-IV,And,,110.8647,
10602,2.275154,-51.512165,3.56,B8IV-V,Eri,,47.1254,Phi
10623,2.279251,83.561414,6.45,K0,Cep,,129.199,
10633,2.281032,57.055246,6.48,B1Iab,Per,,100000.0,
10642,2.283068,-6.422116,5.51,G8III,Cet,,102.0408,
10644,2.284191,34.224231,4.84,G0V,Tri,,10.784,Del
10670,2.288573,33.847194,4.03,A1Vnn,Tri,,34.4353,Gam
10718,2.29996,57.89982,5.75,K3III,Per,,125.9446,
10723,2.3004,1.757802,5.6,G0.5IV,Cet,,24.3546,
10729,2.301275,57.516321,5.99,G7III,Per,,251.2563,
10732,2.302094,19.901164,5.58,A1Vn,Ari,,137.1742,The
10793,2.315831,28.642674,5.29,A2V,Tri,,115.4734,
10795,2.316097,23.167815,6.45,A7V,Ari,,93.4579,
10798,2.316255,-25.945687,6.33,G8V,For,,12.6695,
10814,2.319675,46.472261,6.21,A4V,And,,136.612,
10819,2.321337,47.379973,5.31,A1V,And,,75.358,
10826,2.322442,-2.977643,6.47,M5e-M9e,Cet,Mira,91.659,Omi
10830,2.322974,48.955463,6.44,F4V,And,,63.9795,
10832,2.323546,-41.848367,6.36,K2III,Phe,,192.6782,
10854,2.327994,-4.345573,6.5,A3V,Cet,,125.4705,
10871,2.331739,-55.944796,5.81,K5III,Hor,,189.0359,
10924,2.344864,47.310804,6.17,B5V,And,,243.9024,
10944,2.349499,50.151466,5.57,B9p Si,And,,120.3369,
11001,2.362498,-68.659418,4.08,A3V,Hyi,,42.8266,Del
11020,2.365399,57.242916,6.4,A1Ia,Per,,100000.0,
11021,2.36573,0.395675,5.29,M2III,Cet,,330.033,
11029,2.367092,-10.777534,5.43,F0V,Cet,,29.656,
11033,2.368051,-17.662169,5.89,K2III,Cet,,135.6852,
11043,2.369927,-43.199811,6.3,K0III,Phe,,136.7989,
11046,2.37011,-0.884852,5.42,F0Vn,Cet,,80.1282,
11060,2.372621,55.845653,5.16,A2Ia,Per,,100000.0,
11072,2.375704,-23.816326,5.19,G2V,For,,21.9635,Kap
11090,2.380644,41.396297,5.81,F0III-IV,And,,47.0146,
11095,2.38123,-73.645792,5.99,K0III,Hyi,,97.2763,Kap
11102,2.381852,-51.092129,5.9,A5V,Eri,,60.8643,
11108,2.382673,-18.354982,6.22,G8/K0III,Cet,,126.1034,
11121,2.385166,-37.576144,6.47,K2III,For,,271.0027,
11174,2.397707,55.364861,6.29,F7Ib,Per,,934.5794,
11212,2.405588,-25.847459,6.45,K3III,For,,188.6792,
11220,2.406919,50.006546,5.19,G8III,And,,122.399,
11231,2.4094,-40.840458,6.17,G5IV,Phe,,31.1818,
11249,2.413627,10.610565,5.48,B7IV,Ari,,267.3797,Xi
11258,2.414987,-60.311947,5.36,F2III,Hor,,49.3827,Lam
11261,2.416219,-2.780031,6.34,A0III,Cet,,273.9726,
11279,2.421119,56.609823,6.25,B2Ia,Per,,100000.0,
11293,2.42402,-66.494026,6.39,M5III,Hor,,230.9469,
11313,2.42706,50.278631,4.73,K4III,And,,113.2503,
11345,2.432501,-12.29048,4.88,A0V,Cet,,139.8601,Rho
11348,2.433431,-15.341247,5.88,Ap SrCrEu,Cet,,77.0416,
11381,2.443115,-20.042617,5.89,K2III,Cet,,84.1043,
11407,2.449755,-47.70384,4.24,B5IV,Eri,,155.7632,Kap
11415,2.452011,27.012395,6.14,K5III,Ari,,162.8664,
11427,2.456498,10.198326,6.45,F5V,Cet,,37.2439,
11432,2.457715,31.80128,5.55,K1III:,Tri,,85.2515,
11465,2.46438,50.569974,6.16,F4V,And,,56.5291,
11474,2.466647,1.960846,6.45,K0III,Cet,,166.6667,
11477,2.467139,-33.811039,5.13,A2/A3V,For,,46.5983,Phi
11479,2.467878,-64.299768,6.35,A0V,Hor,,119.1895,
11484,2.469317,8.460054,4.3,B9III,Cet,,59.2066,Xi-2
11486,2.469439,29.66933,5.29,F0III,Tri,,49.8256,
11524,2.47651,-31.102445,6.11,K2IIICN...,For,,110.011,
11548,2.480139,29.93176,5.89,G0V,Tri,,31.407,
11569,2.484437,67.402474,4.46,A5p Sr,Cas,,40.7332,Iot
11578,2.487133,23.469026,6.2,A5m,Ari,,95.2381,
11603,2.493155,9.565629,6.09,K2III,Cet,,102.6694,
11644,2.503811,-25.186442,6.5,DAn...,For,,100.6036,
11651,2.504611,33.833707,6.26,K1III,Tri,,119.6172,
11670,2.508986,25.235036,5.88,F6IV,Ari,,51.7598,
11671,2.509109,-22.545318,6.17,M0III,Cet,,160.2564,
11678,2.510671,19.855301,6.14,A9V,Ari,,66.0502,
11687,2.512556,0.255749,6.0,A7III-IVs,Cet,,86.2813,
11698,2.51511,17.703856,6.21,G5III-IV,Ari,,88.4956,
11738,2.525027,2.267182,5.27,K3III,Cet,,140.8451,
11757,2.527834,-79.109382,5.27,G4III,Hyi,,87.0322,Mu
11767,2.52975,89.264109,1.97,F7:Ib-IIv SB,UMi,Polaris,132.626,Alp
11783,2.534786,-15.244677,4.74,F5V,Cet,,26.6951,Sig
11784,2.535045,36.147271,5.15,K5III,Tri,,132.8021,
11791,2.53595,-1.034896,5.36,G3III:,Cet,,81.4332,
11802,2.537432,-36.427307,6.28,K0III,For,,144.3001,
11840,2.547952,34.54241,5.84,K0III,Tri,,83.2639,
11843,2.548372,15.034554,6.0,F8V,Ari,,29.9401,
11867,2.551952,-34.649967,5.91,K0/K1III,For,,111.8568,Lam-1
11907,2.561173,-20.001921,6.19,K1III,Cet,,114.1553,
11918,2.564085,-28.232343,4.96,B9V,For,,148.368,Ome
11925,2.56517,-51.093546,6.24,F6V,Hor,,58.1058,
12002,2.578507,-7.859445,5.74,K4III,Cet,,140.647,
12022,2.584482,7.470993,6.17,G6III:,Cet,,119.0476,
12057,2.591083,39.66438,6.36,B9MNp...,And,,198.0198,
12072,2.594095,37.312263,5.72,K4III,And,,191.2046,
12086,2.596336,34.687558,5.38,M3III,Tri,,193.7984,
12093,2.597909,5.593246,4.87,G8III,Cet,,104.2753,Nu
12107,2.600013,-7.831597,5.53,M0III,Cet,,142.6534,
12114,2.601357,6.88687,5.79,K3V,Cet,268 G. Cet,7.1803,
12122,2.602574,-30.044978,5.74,G8/K0III,For,,178.5714,Iot-1
12148,2.609742,7.730026,5.81,K0III:,Cet,,90.7441,
12153,2.610531,12.447639,5.64,F7V,Ari,,34.7343,
12160,2.611954,31.607667,6.07,K0,Tri,,113.7656,
12181,2.615879,38.733581,5.91,F5V,And,,54.1712,
12186,2.616281,-34.577977,5.78,G1V,For,,25.7798,Lam-2
12189,2.61681,24.647222,6.48,F6III,Ari,,41.7537,
12200,2.618489,32.891092,6.23,F8V,Tri,,49.8753,
12225,2.623425,-52.543086,5.3,A6V,Hor,,45.5581,Eta
12239,2.626676,65.745336,5.8,K5III,Cas,,283.2861,
12247,2.628278,-3.396175,5.65,G5III:,Cet,,92.5069,
12272,2.633542,7.695276,6.4,F6IV,Cet,,73.8007,
12273,2.633909,72.818252,5.17,G8III,Cas,,78.4314,
12287,2.638288,37.726715,6.19,F6III,And,,82.3045,
12288,2.638515,-30.194062,5.84,F5V,For,,33.9443,Iot-2
12300,2.640227,-37.990545,6.48,F6V,For,,55.2792,
12305,2.641098,38.089141,6.29,B9.5V,And,,207.4689,
12318,2.643557,3.443205,6.21,G9III,Cet,,100.8065,
12332,2.646943,21.961408,5.45,A7V,Ari,,103.3058,Nu
12387,2.658044,0.328511,4.08,B2IV,Cet,,199.2032,Del
12390,2.659398,-11.872156,4.83,F5V,Cet,,21.4823,Eps
12394,2.659799,-68.266946,4.12,B9III,Hyi,,46.5549,Eps
12413,2.663326,-42.89167,4.74,A2V,Eri,,35.6888,
12444,2.670117,-9.452875,5.79,F6V,Cet,,21.7581,
12447,2.671026,6.111944,6.26,F3V:,Cet,,40.3226,
12484,2.677666,-54.549911,5.21,F4IV,Hor,,49.0918,Zet
12486,2.677781,-39.855375,4.11,K0III,Eri,,46.1894,Iot
12489,2.678075,27.060943,5.3,A3V,Ari,,70.9723,
12530,2.687222,-0.695653,5.72,F7IV,Cet,,22.5887,
12562,2.692814,-14.549276,5.98,F5V,Cet,,47.2144,
12584,2.696757,-3.213807,6.07,G9III:,Cet,,201.2072,
12608,2.701834,-38.383686,5.99,G8III,For,,126.4223,
12611,2.702345,-46.524441,6.09,G8IV,Eri,,41.5455,
12623,2.704144,40.193944,4.91,F9V,Per,,24.1896,
12640,2.706094,20.011465,5.74,A0V,Ari,,116.8224,Mu
12647,2.708038,10.741725,6.32,A2V,Ari,,127.0648,
